player,F1_weight,ARI_weight,MMOS_weight
2,0.2352916754303913,0.8146039785758447,0.5114872604608535
8,0.4265177007307218,0.8562728564106905,0.5439502639429911
28,0.634094903348173,0.749811842780574,0.821698844038098
37,0.28484217129195516,0.7098840969008953,0.5506264347097148
43,0.6338292325454757,0.8076460504003631,0.5961955366907893
52,0.6528092570805575,0.8029314775233587,0.5161359161138535
56,0.2598447625159091,0.7106197237732312,0.502179369330406
57,0.39235895347883964,0.7810873131973732,0.7081920105744811
71,0.4651644025720666,0.835503570920262,0.5315261761347453
81,0.6412633087395091,0.8159387290004371,0.5068212946256002
91,0.4600895588619472,0.8358212485849277,0.5260361786931753
92,0.5580160125339699,0.813574849134409,0.677321547578121
94,0.6166368435270232,0.7755490355573643,0.5309871277388405
97,0.4941837406929741,0.7837832053261057,0.5072660545508066
100,0.08628571428571429,0.37878669638815066,0.5
106,0.008714285714285714,0.8579483050546022,0.5
108,0.5892412527741135,0.8007841955256881,0.9625216569743015
109,0.46595613692987436,0.8482937106693385,0.8992320409635218
110,0.32458519558809173,0.7747124593778569,0.5016823887825013
124,0.4882377701750438,0.7820944643151793,0.5983468802536235
128,0.5271615074146468,0.8133988499192136,0.5433278600374858
132,0.5067846077476917,0.816817174038449,0.6573279721792354
137,0.018655361425145598,0.8191842921419709,0.49848202864329033
160,0.4974235963041933,0.48383324742356426,0.4968103021383285
168,0.45021819756892145,0.8153646282931786,0.5278754613616249
173,0.5348019763464882,0.7584956002705924,0.6285831773281096
197,0.7648787805839082,0.8375386828638409,0.6200356862761758
214,0.5502357201834683,0.7621127769426507,0.7784577182928721
220,0.21506874967909573,0.6671228443268064,0.515124065535409
223,0.015785714285714285,0.7346408537275209,0.5
228,0.5146283341481304,0.8314322753490243,0.5331914186477661
234,0.5132920861219148,0.7799009655750061,0.597149196752282
239,0.3979110578395791,0.8057969808826251,0.6721563740210099
242,0.4078081497806461,0.7580347361877863,0.5318121271474021
254,0.5624022529432068,0.7698532551382457,0.5072286973396939
259,0.5827261303285032,0.805325253383196,0.7731455203590043
285,0.23509434556926584,0.7285625063346318,0.5373400679001441
293,0.3458261972074183,0.7900500448560486,0.6365330517292023
296,0.5843718238851936,0.7985664989621992,0.9558269258584235
312,0.1581904761904762,0.37450063537022826,0.5
313,0.3292130674936719,0.8128806935215878,0.5140348523855208
333,0.3257930354960213,0.766739711213774,0.5017990072568257
343,0.48297533148910377,0.7333815400679339,0.7202661639832436
379,0.7425705621069633,0.8016182071669016,0.7176117309152263
391,0.28623608354885727,0.6202928446624988,0.9684621151558539
397,0.4434174950674478,0.833071869073562,0.7537751854329869
407,0.42007557177544746,0.7633619881527658,0.5006839334964752
417,0.5783457881542523,0.7812751285730489,0.8549370458049159
420,0.8199332921408882,0.8075964646108365,0.8647401634304003
423,0.48670817872320754,0.8434393608344712,0.9213595047829644
444,0.49253835055797773,0.7931910033048964,0.5518393137238242
458,0.5240393222928452,0.8048251106750042,0.5212669740704929
459,0.6530874938714688,0.7529097179358016,0.6441676290067908
461,0.4019675323421128,0.7921650659669531,0.5089671054612035
469,0.33511363299213764,0.8828041595958455,0.505135416984558
490,0.5782047138211558,0.7643154509379017,0.7117322061815833
496,0.6207202004505454,0.7871208456002688,0.7678144885633225
503,0.3801293918475849,0.8047908261625691,0.6612564961115519
504,0.3151021006882872,0.786853003999993,0.5213884378180784
519,0.3312606039996189,0.7899943622833552,0.9679008486717107
523,0.7422607979381017,0.7398617300235725,0.5678113147064491
529,0.3598469318683792,0.8090607483735811,0.941181398893831
553,0.8238827249913391,0.8094956898735144,0.6582988986843511
576,0.4902291584040613,0.856753085545707,0.5052218635876974
581,0.37000378668160366,0.7727641084988576,0.5069024662176768
582,0.5845315516826781,0.7204505930689533,0.5389577708183191
592,0.43404189759850387,0.8202699530598972,0.6248897108538397
631,0.3560454644333659,0.8969317254517972,0.5068144698937735
634,0.4045414660556517,0.3006209142569663,0.4912722905476887
636,0.531394053221676,0.841995401148212,0.8768439745520525
645,0.2981334382785331,0.79518617456042,0.5476453257724643
665,0.6159993784393354,0.8225491602733976,0.683192787463205
679,0.4506881367024517,0.8258009846052039,0.7606967882315318
682,0.016625300806414313,0.4467990359540259,0.49136455357074726
732,0.45350817137618626,0.7647040226466039,0.5757228556801292
737,0.7192668498797635,0.813082127927598,0.6318865165565953
750,0.21216468608995948,0.6818377879762936,0.4830325998758016
751,0.7305502668660754,0.7263833251040211,0.6340379066634596
763,0.518283371094012,0.8313826848600516,0.9090595682146688
777,0.1747142857142857,0.00034854483115129064,0.5
784,0.37674179778384415,0.7642179692949876,0.5269777476787566
811,0.5359357835252948,0.7412846035506877,0.5063813754490444
824,0.5527227208497119,0.7913305843078573,0.7024486700990307
828,0.4375952528114438,0.782394818391305,0.5148850108186404
841,0.5275664564987156,0.8077973173773898,0.7219882655788112
848,0.5442969003838503,0.7505694677702297,0.651110322214663
856,0.4434385811603268,0.8827012408729455,0.5106435418128966
860,0.623876104710169,0.8150046707198355,0.5972741565534045
909,0.741479330080892,0.7569481223974619,0.5150134966653936
934,0.5686428753233678,0.8546722891790475,0.78715393952159
942,0.4309817039616981,0.8280288419898649,0.7403839721399195
943,0.24783645860239764,0.8511676235541558,0.7212657158191388
966,0.6453312201751018,0.7807498440087836,0.5303473728043692
967,0.008857142857142857,0.7227413308149644,0.5
969,0.2824549354916764,0.7483921382920263,0.6358262007274935
971,0.7035026931379581,0.7458780557380631,0.610262856290147
983,0.08953835319438509,0.6145105708414962,0.4991193215052287
1005,0.6697417561276109,0.7616111770248231,0.8664014022524764
1012,0.5751172982130004,0.6260379272037054,0.4737011574465653
1013,0.5268961312930961,0.7721567712439659,0.5694730734825134
1041,0.5113526663652239,0.752278802554394,0.5054139733314514
1080,0.490141302186976,0.8056399896393772,0.5437627394994099
1091,0.5533172452902181,0.8455641292431795,0.9296286664180808
1092,0.4984136169578399,0.769012683915707,0.504824668169022
1103,0.3146029956564178,0.5948781773856959,0.5088970871532664
1128,0.0,-0.004829214025202482,0.490457683801651
1131,0.33031969989207305,0.798218953015357,0.8617367193223985
1141,0.47030819928701273,0.7930357548777024,0.6944946182328601
1148,0.6107868142845334,0.8030404808063765,0.5691951965463574
1192,0.44132360910767643,0.8258510316673496,0.5165069301923116
1194,0.6058271872748737,0.8120252593931049,0.5167529433965684
1195,0.31673090491845324,0.8228395746398147,0.5177280969089931
